,Region,rooms,Area,Price,Year,elevator,status,plot,price_per_area,region_value
0,Kaukovainio,1,33.0,41500,1970,yes,good,rent,1257.5757575757575,1336.6360477158462
1,Myllytulli,1,37.5,96000,1992,yes,good,rent,2560.0,3141.0285702407214
2,Myllytulli,1,41.0,139000,2000,yes,good,own,3390.243902439024,3141.0285702407214
3,Myllyoja,1,31.0,39000,1974,no,good,rent,1258.0645161290322,1268.1674783372748
4,Myllyoja,1,32.0,37600,1974,yes,bad,rent,1175.0,1268.1674783372748
5,Koskela,1,36.0,40000,1968,no,fair,rent,1111.111111111111,1076.4021129400965
6,Keskusta,1,25.0,95000,1961,yes,good,own,3800.0,3179.3227764073595
7,Keskusta,2,25.0,195000,1961,yes,good,own,7800.0,3179.3227764073595
8,Metsokangas,1,27.5,93000,2021,yes,good,rent,3381.818181818182,2906.7292824145966
9,Keskusta,1,34.0,95500,1963,yes,good,own,2808.823529411765,3179.3227764073595
10,Etu-lyötty,1,32.0,108000,1999,yes,good,rent,3375.0,3267.6551538516082
11,Raksila,1,36.0,115000,1968,yes,good,own,3194.4444444444443,2171.2408561588295
12,Toppilansalmi,1,24.0,109000,2014,yes,good,rent,4541.666666666667,3750.2809593953384
13,Toppilansalmi,1,26.5,112000,2022,yes,good,rent,4226.415094339623,3750.2809593953384
14,Mäntylä,1,37.0,56000,1983,no,good,rent,1513.5135135135135,1833.2617836654445
15,Keskusta,1,38.0,136000,2006,yes, ,own,3578.9473684210525,3179.3227764073595
16,Hollihaka,1,37.0,67000,1946,yes,good,own,1810.8108108108108,2931.770360350811
17,Kiulukangas,1,28.5,104500,2021,no,good,rent,3666.6666666666665,3237.035285535898
18,Myllytulli,1,37.5,102000,1992,no,good,rent,2720.0,3141.0285702407214
19,Keskusta,1,25.0,90000,1955,yes,good,own,3600.0,3179.3227764073595
20,Kaukovainio,1,38.0,53000,1973,yes,good,rent,1394.7368421052631,1336.6360477158462
21,Alppila,1,31.0,110000,2015,yes,good,rent,3548.3870967741937,2675.1023673012123
22,Koskela,1,31.0,41000,1970,no, ,rent,1322.5806451612902,1076.4021129400965
23,Keskusta,1,32.0,96000,1964,yes,good,own,3000.0,3179.3227764073595
24,Myllyoja,1,29.0,47000,1973,yes,good,rent,1620.6896551724137,1268.1674783372748
25,Heinäpää,1,30.5,75000,1979,yes,good,own,2459.0163934426228,2230.320550345751
26,Puolivälinkangas,1,30.0,52500,1969,no,good,rent,1750.0,1174.308222744517
27,Oulu,1,32.0,84600,1978,yes,good,own,2643.75,3152.1868963908673
28,Myllyoja,1,29.0,42000,1973,no,good,rent,1448.2758620689656,1268.1674783372748
29,Peltola,1,35.5,61000,1955,no,good,rent,1718.3098591549297,2743.829084130451
30,Metsokangas,1,27.5,93000,2021,yes,good,rent,3381.818181818182,2906.7292824145966
31,Höyhtyä,1,29.0,50000,1962,yes,good,rent,1724.1379310344828,3065.432316834074
32,Kiulukangas,1,28.5,92900,2021,no,good,rent,3259.6491228070176,3237.035285535898
33,Koskela,1,29.0,38000,1968,no, ,rent,1310.344827586207,1076.4021129400965
34,Kiulukangas,1,28.5,102000,2021,no,good,rent,3578.9473684210525,3237.035285535898
35,Tuira,1,31.0,65000,1984,yes,good,rent,2096.7741935483873,2556.6371812766356
36,Tuira,1,27.0,136000,2019,yes,good,own,5037.037037037037,2556.6371812766356
37,Tuira,1,31.0,78169,1961,yes,good,rent,2521.5806451612902,2556.6371812766356
38,Kaukovainio,1,34.0,60000,1985,no,good,rent,1764.7058823529412,1336.6360477158462
39,Keskusta,1,31.5,126000,1998,yes,good,own,4000.0,3179.3227764073595
40,Koskenniska,1,30.0,94000,1973,yes,good,own,3133.3333333333335,3133.3333333333335
41,Tuira,1,37.0,80000,1984,yes,good,rent,2162.162162162162,2556.6371812766356
42,Nokela,1,30.5,80000,1970,no,good,rent,2622.9508196721313,1852.3093193415054
43,Kivikkokangas,1,34.5,107000,2018,no,good,rent,3101.449275362319,3111.9386570911815
44,Keskusta,1,26.0,136500,2015,yes,good,own,5250.0,3179.3227764073595
45,Keskusta,1,26.0,143500,2015,yes,good,own,5519.2307692307695,3179.3227764073595
46,Oulu,1,33.0,146850,2020,no,good,rent,4450.0,3152.1868963908673
47,Alppila,1,37.0,115000,2008,yes,good,rent,3108.108108108108,2675.1023673012123
48,Keskusta,1,29.0,142500,2016,yes,good,own,4913.793103448276,3179.3227764073595
49,Kaakkuri,1,32.5,84000,2011,yes,good,rent,2584.6153846153848,2119.9510898197573
50,Linnanmaa,1,36.5,101700,2001,no,good,own,2786.301369863014,4012.438469021417
51,Höyhtyä,1,30.0,50000,1963,yes,good,rent,1666.6666666666667,3065.432316834074
52,Tuira,1,30.0,78000,1939,no,good,rent,2600.0,2556.6371812766356
53,Linnanmaa,1,21.5,104500,2017,yes,good,own,4860.46511627907,4012.438469021417
54,Kaukovainio,1,36.0,62595,1972,yes,good,rent,1738.75,1336.6360477158462
55,Hiironen,1,39.0,76000,2001,yes,good,own,1948.7179487179487,2968.949743219198
56,Etu-lyötty,1,28.0,117500,2018,yes,good,own,4196.428571428572,3267.6551538516082
57,Höyhtyä,1,32.0,116500,2017,yes,good,rent,3640.625,3065.432316834074
58,Tuira,1,24.0,120000,2020,yes,good,rent,5000.0,2556.6371812766356
59,Tuira,1,25.5,117000,2020,yes,good,rent,4588.235294117647,2556.6371812766356
60,Alppila,1,26.0,98800,2013,yes,good,rent,3800.0,2675.1023673012123
61,Metsokangas,1,31.0,98000,2017,yes,good,rent,3161.2903225806454,2906.7292824145966
62,Heinäpää,1,27.0,50000,1977,no,good,own,1851.851851851852,2230.320550345751
63,Alppila,1,28.0,110000,2013,yes,good,rent,3928.5714285714284,2675.1023673012123
64,Intiö,1,30.5,77000,1975,yes,good,own,2524.590163934426,2198.111382272284
65,Puolivälinkangas,1,33.3,40000,1968,no,good,rent,1201.2012012012012,1174.308222744517
66,Keskusta,1,23.0,124019,2020,yes,good,rent,5392.130434782609,3179.3227764073595
67,Höyhtyä,1,31.0,127000,2016,yes,good,rent,4096.774193548387,3065.432316834074
68,Keskusta,1,27.0,66300,1959,yes,fair,own,2455.5555555555557,3179.3227764073595
69,Myllytulli,1,25.0,121500,2021,yes,good,own,4860.0,3141.0285702407214
70,Myllytulli,1,28.5,135000,2021,yes,good,own,4736.8421052631575,3141.0285702407214
71,Keskusta,1,31.0,136260,2020,yes,good,rent,4395.4838709677415,3179.3227764073595
72,Keskusta,1,31.0,143230,2020,yes,good,rent,4620.322580645161,3179.3227764073595
73,Keskusta,1,31.0,143640,2020,yes,good,rent,4633.548387096775,3179.3227764073595
74,Hiironen,1,24.0,94820,2017,yes,good,rent,3950.8333333333335,2968.949743219198
75,Toppilansalmi,1,23.0,99500,2018,yes, ,rent,4326.086956521739,3750.2809593953384
76,Toppilansalmi,1,24.0,85500,2014,yes,good,rent,3562.5,3750.2809593953384
77,Kaakkuri,1,31.5,78500,2011,no,good,rent,2492.063492063492,2119.9510898197573
78,Linnanmaa,1,21.5,99500,2017,yes,good,own,4627.906976744186,4012.438469021417
79,Toppilansalmi,1,28.5,102000,2019,yes,good,rent,3578.9473684210525,3750.2809593953384
80,Toppilansalmi,1,28.5,102000,2019,yes,good,rent,3578.9473684210525,3750.2809593953384
81,Keskusta,1,27.0,92500,1939,yes,good,own,3425.925925925926,3179.3227764073595
82,Keskusta,1,28.0,55000,1975,yes,fair,own,1964.2857142857142,3179.3227764073595
83,Kasarminranta,1,28.5,133000,2018,yes,good,own,4666.666666666667,4173.383190883192
84,Metsokangas,1,27.5,90000,2019,no,good,rent,3272.7272727272725,2906.7292824145966
85,Metsokangas,1,31.5,100000,2019,no,good,rent,3174.6031746031745,2906.7292824145966
86,Metsokangas,1,31.5,100000,2019,no,good,rent,3174.6031746031745,2906.7292824145966
87,Kivikkokangas,1,32.0,103500,2018,no,good,rent,3234.375,3111.9386570911815
88,Kivikkokangas,1,32.0,103500,2018,no,good,rent,3234.375,3111.9386570911815
89,Kivikkokangas,1,32.0,103500,2018,no,good,rent,3234.375,3111.9386570911815
90,Kivikkokangas,1,32.0,103500,2018,no,good,rent,3234.375,3111.9386570911815
91,Kivikkokangas,1,32.0,103500,2018,no,good,rent,3234.375,3111.9386570911815
92,Kivikkokangas,1,32.0,103500,2018,no,good,rent,3234.375,3111.9386570911815
93,Alppila,1,34.0,113500,2012,yes,good,rent,3338.235294117647,2675.1023673012123
94,Linnanmaa,1,21.5,99500,2017,yes,bad,own,4627.906976744186,4012.438469021417
95,Linnanmaa,1,21.5,99500,2017,yes,bad,own,4627.906976744186,4012.438469021417
96,Linnanmaa,1,24.5,105500,2014,yes,good,own,4306.122448979592,4012.438469021417
97,Välivainio,1,25.5,108700,2021,yes,bad,rent,4262.745098039216,2304.8410477167176
98,Linnanmaa,1,26.0,105500,2015,yes,bad,own,4057.6923076923076,4012.438469021417
99,Linnanmaa,1,26.5,106000,2014,yes,good,own,4000.0,4012.438469021417
100,Svaaninsuo,1,29.5,85000,1994,no,good,own,2881.35593220339,2570.717770929635
101,Linnanmaa,1,30.5,114500,2014,yes,good,own,3754.098360655738,4012.438469021417
102,Alppila,1,33.5,120000,2011,yes,good,own,3582.089552238806,2675.1023673012123
103,Koskela,1,34.0,48000,1984,no,good,rent,1411.764705882353,1076.4021129400965
104,Toppilansalmi,1,24.0,103000,2019,yes,good,rent,4291.666666666667,3750.2809593953384
105,Alppila,1,27.5,102500,2014,yes,good,rent,3727.2727272727275,2675.1023673012123
106,Hiironen,1,29.0,90000,2013,yes,good,own,3103.448275862069,2968.949743219198
107,Etu-lyötty,1,29.0,112000,2011,yes,good,own,3862.0689655172414,3267.6551538516082
108,Metsokangas,1,30.0,94000,2018,yes,good,rent,3133.3333333333335,2906.7292824145966
109,Hiironen,1,30.0,110400,2016,yes,good,own,3680.0,2968.949743219198
110,Tuira,1,27.0,64000,1955,no,good,rent,2370.3703703703704,2556.6371812766356
111,Linnanmaa,1,21.5,99000,2014,yes,good,own,4604.6511627906975,4012.438469021417
112,Höyhtyä,1,32.0,125000,2017,yes,good,rent,3906.25,3065.432316834074
113,Höyhtyä,1,32.0,126500,2016,yes,good,rent,3953.125,3065.432316834074
114,Tuira,1,23.5,113000,2018,yes,good,rent,4808.510638297872,2556.6371812766356
115,Tuira,1,34.0,56000,1977,yes,bad,rent,1647.0588235294117,2556.6371812766356
116,Välivainio,1,24.0,49500,1963,no,good,rent,2062.5,2304.8410477167176
117,Länsi-tuira,1,24.0,96000,2012,yes,good,rent,4000.0,2544.8548340961097
118,Höyhtyä,1,28.0,135920,2022,yes, ,rent,4854.285714285715,3065.432316834074
119,Hiironen,1,29.0,102500,2013,yes,good,own,3534.4827586206898,2968.949743219198
120,Värttö,1,32.0,75000,1974,no,good,own,2343.75,2482.4331660390353
121,Linnanmaa,1,32.0,112000,2015,yes,good,own,3500.0,4012.438469021417
122,Linnanmaa,1,32.0,112000,2015,yes,good,own,3500.0,4012.438469021417
123,Maikkula,1,34.0,62000,1989,no,good,rent,1823.5294117647059,2085.6777493606137
124,Toppila,1,28.0,50000,1971,yes,fair,own,1785.7142857142858,1431.2842579565367
125,Heinäpää,1,36.5,116000,2004,no,good,own,3178.082191780822,2230.320550345751
126,Kaijonharju,1,30.0,35000,1977,yes,fair,rent,1166.6666666666667,1037.4877902854425
127,Linnanmaa,1,21.5,99000,2017,yes,good,own,4604.6511627906975,4012.438469021417
128,Linnanmaa,1,22.0,100000,2018,yes,good,own,4545.454545454545,4012.438469021417
129,Oulu,1,29.0,98500,1988,yes,fair,own,3396.551724137931,3152.1868963908673
130,Karjasilta,1,28.0,78000,1956,no,good,rent,2785.714285714286,2179.8779595021456
131,Linnanmaa,1,21.5,99500,2017,yes,good,own,4627.906976744186,4012.438469021417
132,Puolivälinkangas,1,30.0,47500,1968,no, ,rent,1583.3333333333333,1174.308222744517
133,Höyhtyä,1,32.0,126000,2017,yes,good,rent,3937.5,3065.432316834074
134,Karjasilta,1,25.0,45000,1957,no,fair,rent,1800.0,2179.8779595021456
135,Linnanmaa,1,30.5,113000,2015,yes,good,own,3704.9180327868853,4012.438469021417
136,Heinäpää,1,38.0,135000,2005,yes,good,own,3552.6315789473683,2230.320550345751
137,Toppilansalmi,1,22.5,100000,2022,yes,good,rent,4444.444444444444,3750.2809593953384
138,Metsokangas,1,35.0,91000,2016,no, ,rent,2600.0,2906.7292824145966
139,Oulu,1,28.5,132000,2018,yes,good,own,4631.578947368421,3152.1868963908673
140,Toppilansalmi,1,25.0,105000,2020,yes,good,rent,4200.0,3750.2809593953384
141,Metsokangas,1,27.5,97500,2019,no,good,rent,3545.4545454545455,2906.7292824145966
142,Toppilansalmi,1,31.0,117500,2020,yes,good,rent,3790.3225806451615,3750.2809593953384
143,Kaukovainio,1,36.0,51000,1973,yes,good,rent,1416.6666666666667,1336.6360477158462
144,Toppilansalmi,1,26.5,95000,2018,no,good,rent,3584.9056603773583,3750.2809593953384
145,Tuira,1,27.0,78000,1962,yes,good,rent,2888.8888888888887,2556.6371812766356
146,Raksila,1,29.0,50000,1942,no,good,rent,1724.1379310344828,2171.2408561588295
147,Tuira,1,25.0,66000,1960,no,good,rent,2640.0,2556.6371812766356
148,Hiironen,1,24.0,87750,2017,yes,good,rent,3656.25,2968.949743219198
149,Tuira,1,26.5,66000,1959,yes,fair,own,2490.566037735849,2556.6371812766356
150,Tuira,1,29.0,70000,1962,yes,good,rent,2413.793103448276,2556.6371812766356
151,Hiironen,1,30.0,99000,2016,yes,good,own,3300.0,2968.949743219198
152,Hiironen,1,30.0,100000,2017,yes,good,own,3333.3333333333335,2968.949743219198
153,Metsokangas,1,28.0,95500,2018,yes,good,rent,3410.714285714286,2906.7292824145966
154,Toppilansalmi,1,26.5,104000,2018,no,good,rent,3924.5283018867926,3750.2809593953384
155,Oulu,1,26.5,92000,1962,yes,good,own,3471.698113207547,3152.1868963908673
156,Kaukovainio,1,37.5,58000,1972,yes,good,rent,1546.6666666666667,1336.6360477158462
157,Keskusta,1,34.0,95000,1970,yes,good,own,2794.1176470588234,3179.3227764073595
158,Toppilansalmi,1,28.5,105500,2018,no,good,rent,3701.754385964912,3750.2809593953384
159,Keskusta,2,32.0,103000,1954,yes, ,own,3218.75,3179.3227764073595
160,Metsokangas,1,26.5,94700,2018,yes,good,rent,3573.5849056603774,2906.7292824145966
161,Keskusta,1,41.5,140000,2000,yes,good,rent,3373.4939759036147,3179.3227764073595
162,Myllyoja,1,31.0,47500,1975,no,fair,rent,1532.258064516129,1268.1674783372748
163,Toppilansalmi,1,26.0,105000,2019,yes,good,rent,4038.4615384615386,3750.2809593953384
164,Toppilansalmi,1,22.5,102000,2018,yes,good,rent,4533.333333333333,3750.2809593953384
165,Tuira,1,34.0,65000,1978,yes,good,rent,1911.764705882353,2556.6371812766356
166,Keskusta,1,36.5,150000,2014,yes,good,own,4109.58904109589,3179.3227764073595
167,Myllytulli,1,30.5,140000,2019,yes,good,rent,4590.163934426229,3141.0285702407214
168,Keskusta,2,40.5,90000,1994,yes,good,rent,2222.222222222222,3179.3227764073595
169,Etu-lyötty,2,53.0,129000,1993,yes,fair,own,2433.9622641509436,3267.6551538516082
170,Värttö,2,50.0,140000,1973,yes,good,own,2800.0,2482.4331660390353
171,Intiö,2,63.5,133500,1983,yes,good,own,2102.3622047244094,2198.111382272284
172,Keskusta,2,57.0,138000,1961,yes, ,own,2421.0526315789475,3179.3227764073595
173,Tuira,2,55.0,80000,1982,yes, ,rent,1454.5454545454545,2556.6371812766356
174,Hintta,2,46.0,75000,1999,no,good,own,1630.4347826086957,2093.5205314009663
175,Karjasilta,2,40.0,55000,1950,no, ,rent,1375.0,2179.8779595021456
176,Taka-lyötty,2,64.0,150000,2004,yes,good,rent,2343.75,2343.75
177,Metsokangas,2,44.0,106000,2012,no, ,rent,2409.090909090909,2906.7292824145966
178,Kaakkuri,2,46.0,100000,2011,no,good,rent,2173.913043478261,2119.9510898197573
179,Karjasilta,2,53.0,110000,1951,no,bad,rent,2075.4716981132074,2179.8779595021456
180,Tuira,2,52.0,200000,1950,yes,good,rent,3846.153846153846,2556.6371812766356
181,Karjasilta,2,53.0,184000,2018,yes,good,own,3471.698113207547,2179.8779595021456
182,Hintta,2,46.0,102730,2000,no,good,own,2233.2608695652175,2093.5205314009663
183,Raksila,2,52.0,118000,1965,yes,good,own,2269.230769230769,2171.2408561588295
184,Puolivälinkangas,2,45.0,45000,1974,yes,fair,rent,1000.0,1174.308222744517
185,Keskusta,2,45.0,90000,1940,yes,fair,own,2000.0,3179.3227764073595
186,Hintta,2,46.0,116500,2004,no,good,own,2532.608695652174,2093.5205314009663
187,Svaaninsuo,2,54.0,114000,1994,no,good,own,2111.1111111111113,2570.717770929635
188,Haukipudas,2,60.0,35000,1982,no,good,own,583.3333333333334,983.5526315789474
189,Myllytulli,2,62.0,153000,1992,yes, ,rent,2467.7419354838707,3141.0285702407214
190,Tuira,2,64.0,95000,1980,yes, ,rent,1484.375,2556.6371812766356
191,Höyhtyä,2,46.0,69900,1962,yes,good,rent,1519.5652173913043,3065.432316834074
192,Heinäpää,2,52.0,90000,1970,no,fair,own,1730.7692307692307,2230.320550345751
193,Ritaharju,2,53.0,132600,2010,no, ,rent,2501.8867924528304,2642.530087147403
194,Tuira,2,54.0,115000,1955,yes,good,rent,2129.6296296296296,2556.6371812766356
195,Tuira,2,48.0,78000,1985,yes, ,own,1625.0,2556.6371812766356
196,Keskusta,2,41.0,121000,1992,yes,good,own,2951.2195121951218,3179.3227764073595
197,Puolivälinkangas,2,60.0,62000,1969,no,good,rent,1033.3333333333333,1174.308222744517
198,Hiironen,2,51.0,130000,2010,no,good,rent,2549.0196078431372,2968.949743219198
199,Keskusta,2,51.0,245000,2019,yes,good,own,4803.921568627451,3179.3227764073595
200,Keskusta,2,54.0,110000,1961,yes, ,own,2037.037037037037,3179.3227764073595
201,Myllytulli,2,59.5,98000,1972,yes,good,own,1647.0588235294117,3141.0285702407214
202,Alppila,2,58.0,75000,1965,yes, ,rent,1293.103448275862,2675.1023673012123
203,Niittyaro,2,54.0,57000,1982,no,good,rent,1055.5555555555557,1226.1965943742077
204,Välivainio,2,57.0,79990,1968,yes, ,rent,1403.3333333333333,2304.8410477167176
205,Etu-lyötty,2,43.5,128000,1956,no,good,own,2942.5287356321837,3267.6551538516082
206,Puolivälinkangas,2,65.0,66500,1974,yes,good,rent,1023.0769230769231,1174.308222744517
207,Keskusta,2,58.0,175000,2003,yes,good,own,3017.2413793103447,3179.3227764073595
208,Kaukovainio,2,49.0,51000,1969,yes,good,rent,1040.8163265306123,1336.6360477158462
209,Kastelli,2,46.0,90000,1991,no,fair,own,1956.5217391304348,2064.474888903776
210,Välivainio,2,50.0,91000,1965,no,good,rent,1820.0,2304.8410477167176
211,Heinäpää,2,51.0,137000,1996,yes,good,own,2686.274509803922,2230.320550345751
212,Välivainio,2,47.0,140000,2011,yes,good,own,2978.723404255319,2304.8410477167176
213,Puolivälinkangas,2,50.0,87100,1980,yes,good,rent,1742.0,1174.308222744517
214,Heinäpää,2,57.0,139000,1989,yes,good,own,2438.59649122807,2230.320550345751
